Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
200991549,72,20042092,Medical Incident,04/08/2020,04/08/2020,04/08/2020 01:40:21 PM,04/08/2020 01:40:57 PM,04/08/2020 01:41:18 PM,04/08/2020 01:42:10 PM,04/08/2020 01:48:17 PM,04/08/2020 02:00:16 PM,04/08/2020 02:18:31 PM,Code 3 Transport,04/08/2020 03:22:34 PM,0 Block of ALDER ST,San Francisco,94134,B10,44,6315,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,10,10,Visitacion Valley,"(37.718694691323456, -122.40513403427927)",200991549-72
200991548,54,20042091,Medical Incident,04/08/2020,04/08/2020,04/08/2020 01:33:54 PM,04/08/2020 01:40:56 PM,04/08/2020 01:42:31 PM,04/08/2020 01:42:35 PM,04/08/2020 01:52:52 PM,04/08/2020 02:03:40 PM,04/08/2020 02:21:04 PM,Code 2 Transport,04/08/2020 02:56:39 PM,HUDSON AV/3RD ST,San Francisco,94124,B10,25,6467,2,2,2,true,Non Life-threatening,1,MEDIC,1,10,10,Bayview Hunters Point,"(37.740317264460536, -122.38875459058889)",200991548-54
200991517,QRV2,20042090,Medical Incident,04/08/2020,04/08/2020,04/08/2020 01:25:12 PM,04/08/2020 01:29:56 PM,04/08/2020 01:30:20 PM,04/08/2020 01:30:28 PM,04/08/2020 01:33:42 PM,,,Code 2 Transport,04/08/2020 01:52:14 PM,400 Block of OFARRELL ST,San Francisco,94102,B01,03,1452,3,3,3,true,Potentially Life-Threatening,1,SUPPORT,1,3,6,Tenderloin,"(37.785890331227826, -122.4117257194336)",200991517-QRV2
200991517,82,20042090,Medical Incident,04/08/2020,04/08/2020,04/08/2020 01:25:12 PM,04/08/2020 01:29:56 PM,04/08/2020 01:30:20 PM,04/08/2020 01:30:26 PM,04/08/2020 01:36:42 PM,04/08/2020 01:50:38 PM,04/08/2020 01:56:33 PM,Code 2 Transport,04/08/2020 02:38:33 PM,400 Block of OFARRELL ST,San Francisco,94102,B01,03,1452,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,Tenderloin,"(37.785890331227826, -122.4117257194336)",200991517-82
200991515,E08,20042089,Medical Incident,04/08/2020,04/08/2020,04/08/2020 01:28:24 PM,04/08/2020 01:29:14 PM,04/08/2020 01:29:38 PM,04/08/2020 01:31:17 PM,04/08/2020 01:35:18 PM,,,Patient Declined Transport,04/08/2020 01:54:40 PM,100 Block of BERRY ST,San Francisco,94107,B03,08,2171,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,Mission Bay,"(37.77670921714991, -122.3922871213069)",200991515-E08
200991515,94,20042089,Medical Incident,04/08/2020,04/08/2020,04/08/2020 01:28:24 PM,04/08/2020 01:29:14 PM,04/08/2020 01:29:38 PM,04/08/2020 01:30:07 PM,04/08/2020 01:35:32 PM,,,Patient Declined Transport,04/08/2020 02:11:40 PM,100 Block of BERRY ST,San Francisco,94107,B03,08,2171,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,Mission Bay,"(37.77670921714991, -122.3922871213069)",200991515-94
200991504,E43,20042088,Medical Incident,04/08/2020,04/08/2020,04/08/2020 01:23:09 PM,04/08/2020 01:25:34 PM,04/08/2020 01:25:45 PM,04/08/2020 01:26:35 PM,04/08/2020 01:36:07 PM,,,Patient Declined Transport,04/08/2020 01:36:10 PM,400 Block of EXCELSIOR AVE,San Francisco,94112,B09,43,6133,3,3,3,true,Non Life-threatening,1,ENGINE,2,9,11,Excelsior,"(37.72448713271415, -122.43008819531863)",200991504-E43
200991504,AM102,20042088,Medical Incident,04/08/2020,04/08/2020,04/08/2020 01:23:09 PM,04/08/2020 01:25:34 PM,04/08/2020 01:25:45 PM,04/08/2020 01:26:28 PM,04/08/2020 01:31:56 PM,,,Patient Declined Transport,04/08/2020 02:08:30 PM,400 Block of EXCELSIOR AVE,San Francisco,94112,B09,43,6133,3,3,3,false,Non Life-threatening,1,PRIVATE,1,9,11,Excelsior,"(37.72448713271415, -122.43008819531863)",200991504-AM102
200991491,KM09,20042087,Medical Incident,04/08/2020,04/08/2020,04/08/2020 01:18:46 PM,04/08/2020 01:21:14 PM,04/08/2020 01:22:13 PM,04/08/2020 01:22:37 PM,04/08/2020 01:35:02 PM,04/08/2020 01:39:59 PM,04/08/2020 01:51:41 PM,Code 2 Transport,04/08/2020 02:30:17 PM,MARKET ST/5TH ST,San Francisco,94103,B03,01,1364,2,2,2,false,Non Life-threatening,1,PRIVATE,1,3,6,South of Market,"(37.783991485761376, -122.4080665478042)",200991491-KM09
200991485,AM110,20042084,Medical Incident,04/08/2020,04/08/2020,04/08/2020 01:17:56 PM,04/08/2020 01:20:37 PM,04/08/2020 01:20:59 PM,04/08/2020 01:21:20 PM,04/08/2020 01:29:40 PM,04/08/2020 01:42:18 PM,04/08/2020 01:50:24 PM,Code 2 Transport,04/08/2020 02:14:27 PM,500 Block of JONES ST,San Francisco,94102,B01,03,1462,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,1,1,6,Tenderloin,"(37.78626844171618, -122.41299723589641)",200991485-AM110
200991479,RC5,20042083,Medical Incident,04/08/2020,04/08/2020,04/08/2020 01:19:15 PM,04/08/2020 01:19:15 PM,04/08/2020 02:26:27 PM,04/08/2020 02:26:27 PM,,,,Code 2 Transport,04/08/2020 02:32:42 PM,200 Block of HICKORY ST,San Francisco,94102,B02,36,3266,A,3,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,4,2,5,Hayes Valley,"(37.7753453743835, -122.42336508263426)",200991479-RC5
200991479,RC3,20042083,Medical Incident,04/08/2020,04/08/2020,04/08/2020 01:19:15 PM,04/08/2020 01:19:15 PM,04/08/2020 01:19:55 PM,04/08/2020 01:20:38 PM,04/08/2020 01:25:23 PM,,,Code 2 Transport,04/08/2020 01:39:47 PM,200 Block of HICKORY ST,San Francisco,94102,B02,36,3266,A,3,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,1,2,5,Hayes Valley,"(37.7753453743835, -122.42336508263426)",200991479-RC3
200991479,E36,20042083,Medical Incident,04/08/2020,04/08/2020,04/08/2020 01:19:15 PM,04/08/2020 01:19:15 PM,04/08/2020 01:19:55 PM,04/08/2020 01:21:56 PM,,,,Code 2 Transport,04/08/2020 01:32:21 PM,200 Block of HICKORY ST,San Francisco,94102,B02,36,3266,A,3,3,true,Potentially Life-Threatening,1,ENGINE,3,2,5,Hayes Valley,"(37.7753453743835, -122.42336508263426)",200991479-E36
200991479,70,20042083,Medical Incident,04/08/2020,04/08/2020,04/08/2020 01:19:15 PM,04/08/2020 01:19:15 PM,04/08/2020 01:19:55 PM,04/08/2020 01:22:43 PM,04/08/2020 01:27:49 PM,04/08/2020 01:41:40 PM,04/08/2020 01:46:39 PM,Code 2 Transport,04/08/2020 03:21:33 PM,200 Block of HICKORY ST,San Francisco,94102,B02,36,3266,A,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,5,Hayes Valley,"(37.7753453743835, -122.42336508263426)",200991479-70
200991462,RC1,20042082,Medical Incident,04/08/2020,04/08/2020,04/08/2020 01:15:46 PM,04/08/2020 01:16:33 PM,04/08/2020 01:17:05 PM,04/08/2020 01:18:55 PM,04/08/2020 01:23:00 PM,,,Code 2 Transport,04/08/2020 01:29:32 PM,800 Block of OFARRELL ST,San Francisco,94109,B04,03,1642,E,E,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,3,4,6,Tenderloin,"(37.785117990471164, -122.41873546099792)",200991462-RC1
200991462,E03,20042082,Medical Incident,04/08/2020,04/08/2020,04/08/2020 01:15:46 PM,04/08/2020 01:16:33 PM,04/08/2020 01:17:05 PM,04/08/2020 01:18:31 PM,04/08/2020 01:19:33 PM,,,Code 2 Transport,04/08/2020 01:28:49 PM,800 Block of OFARRELL ST,San Francisco,94109,B04,03,1642,E,E,3,true,Potentially Life-Threatening,1,ENGINE,1,4,6,Tenderloin,"(37.785117990471164, -122.41873546099792)",200991462-E03
200991462,65,20042082,Medical Incident,04/08/2020,04/08/2020,04/08/2020 01:15:46 PM,04/08/2020 01:16:33 PM,04/08/2020 01:17:05 PM,04/08/2020 01:17:10 PM,04/08/2020 01:20:17 PM,04/08/2020 01:30:42 PM,04/08/2020 01:34:59 PM,Code 2 Transport,04/08/2020 02:23:29 PM,800 Block of OFARRELL ST,San Francisco,94109,B04,03,1642,E,E,3,true,Potentially Life-Threatening,1,MEDIC,2,4,6,Tenderloin,"(37.785117990471164, -122.41873546099792)",200991462-65
200991444,55,20042081,Medical Incident,04/08/2020,04/08/2020,04/08/2020 01:08:36 PM,04/08/2020 01:10:49 PM,04/08/2020 01:11:04 PM,04/08/2020 01:11:13 PM,04/08/2020 01:30:55 PM,,,Patient Declined Transport,04/08/2020 02:41:52 PM,300 Block of GARCES DR,San Francisco,94132,B08,19,8484,2,2,2,true,Non Life-threatening,1,MEDIC,1,8,7,Lakeshore,"(37.716273535024584, -122.48243944933441)",200991444-55
200991413,50,20042080,Medical Incident,04/08/2020,04/08/2020,04/08/2020 12:57:53 PM,04/08/2020 12:57:53 PM,04/08/2020 12:58:35 PM,04/08/2020 12:58:52 PM,04/08/2020 01:12:58 PM,,,Cancelled,04/08/2020 01:24:49 PM,700 Block of FULTON ST,San Francisco,94102,B05,05,3521,A,2,2,true,Non Life-threatening,1,MEDIC,1,2,5,Hayes Valley,"(37.77806970976203, -122.42823437124446)",200991413-50
200991408,E21,20042079,Medical Incident,04/08/2020,04/08/2020,04/08/2020 12:56:06 PM,04/08/2020 12:57:16 PM,04/08/2020 12:57:32 PM,04/08/2020 12:57:49 PM,04/08/2020 01:00:46 PM,,,Fire,04/08/2020 01:16:28 PM,300 Block of BUENA VISTA AVE,San Francisco,94117,B05,21,5136,3,3,3,false,Alarm,1,ENGINE,1,5,8,Castro/Upper Market,"(37.76680351781942, -122.44070468780895)",200991408-E21
200991405,EMS6B,20042078,Medical Incident,04/08/2020,04/08/2020,04/08/2020 12:56:05 PM,04/08/2020 12:56:05 PM,04/08/2020 01:37:21 PM,04/08/2020 01:37:21 PM,04/08/2020 02:09:58 PM,,,Other,04/08/2020 02:20:29 PM,1300 Block of 46TH AV,San Francisco,94122,B08,23,7721,C,2,2,false,Non Life-threatening,1,CHIEF,2,8,4,Sunset/Parkside,"(37.761351648710296, -122.50606266968629)",200991405-EMS6B
200991405,74,20042078,Medical Incident,04/08/2020,04/08/2020,04/08/2020 12:56:05 PM,04/08/2020 12:56:05 PM,04/08/2020 12:56:29 PM,04/08/2020 12:57:14 PM,04/08/2020 01:23:15 PM,04/08/2020 01:37:27 PM,04/08/2020 01:52:15 PM,Other,04/08/2020 02:59:50 PM,1300 Block of 46TH AV,San Francisco,94122,B08,23,7721,C,2,2,true,Non Life-threatening,1,MEDIC,1,8,4,Sunset/Parkside,"(37.761351648710296, -122.50606266968629)",200991405-74
200991380,E06,20042077,Odor (Strange / Unknown),04/08/2020,04/08/2020,04/08/2020 12:46:24 PM,04/08/2020 12:49:08 PM,04/08/2020 12:49:53 PM,04/08/2020 12:50:41 PM,04/08/2020 12:52:22 PM,,,Fire,04/08/2020 01:05:30 PM,300 Block of NOE ST,San Francisco,94114,B05,06,5252,3,3,3,true,Alarm,1,ENGINE,1,5,8,Castro/Upper Market,"(37.763402478485496, -122.4330949704533)",200991380-E06
200991363,KM09,20042076,Other,04/08/2020,04/08/2020,04/08/2020 12:44:05 PM,04/08/2020 12:44:05 PM,04/08/2020 12:45:18 PM,04/08/2020 12:45:45 PM,,,,Cancelled,04/08/2020 01:12:47 PM,1000 Block of POLK ST,San Francisco,94109,B04,03,3121,B,2,2,false,Non Life-threatening,1,PRIVATE,1,4,6,Tenderloin,"(37.78660195127948, -122.4198121862318)",200991363-KM09
200991362,87,20042075,Medical Incident,04/08/2020,04/08/2020,04/08/2020 12:40:40 PM,04/08/2020 12:44:04 PM,04/08/2020 12:44:42 PM,04/08/2020 12:44:47 PM,04/08/2020 12:58:02 PM,04/08/2020 01:08:07 PM,04/08/2020 01:21:04 PM,Code 2 Transport,04/08/2020 01:51:38 PM,6TH ST/HARRISON ST,San Francisco,94103,B03,01,2254,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,South of Market,"(37.77727270118968, -122.4040702565255)",200991362-87
200991360,RA48,20042074,Medical Incident,04/08/2020,04/08/2020,04/08/2020 12:40:34 PM,04/08/2020 12:42:11 PM,04/08/2020 12:42:52 PM,04/08/2020 12:46:44 PM,,,,Code 2 Transport,04/08/2020 01:36:23 PM,1400 Block of HALIBUT CT,Treasure Isla,94130,B03,48,2931,3,2,2,false,Non Life-threatening,1,MEDIC,3,None,6,Treasure Island,"(37.82481904304223, -122.37503044251285)",200991360-RA48
200991360,E48,20042074,Medical Incident,04/08/2020,04/08/2020,04/08/2020 12:40:34 PM,04/08/2020 12:42:11 PM,04/08/2020 12:42:52 PM,04/08/2020 12:43:52 PM,04/08/2020 12:46:55 PM,,,Code 2 Transport,04/08/2020 01:05:58 PM,1400 Block of HALIBUT CT,Treasure Isla,94130,B03,48,2931,3,2,2,true,Non Life-threatening,1,ENGINE,1,None,6,Treasure Island,"(37.82481904304223, -122.37503044251285)",200991360-E48
200991360,AM108,20042074,Medical Incident,04/08/2020,04/08/2020,04/08/2020 12:40:34 PM,04/08/2020 12:42:11 PM,04/08/2020 12:42:52 PM,04/08/2020 12:43:33 PM,04/08/2020 12:57:15 PM,04/08/2020 01:12:57 PM,04/08/2020 01:30:13 PM,Code 2 Transport,04/08/2020 02:04:47 PM,1400 Block of HALIBUT CT,Treasure Isla,94130,B03,48,2931,3,2,2,false,Non Life-threatening,1,PRIVATE,2,None,6,Treasure Island,"(37.82481904304223, -122.37503044251285)",200991360-AM108
200991350,QRV2,20042073,Medical Incident,04/08/2020,04/08/2020,04/08/2020 12:37:28 PM,04/08/2020 12:37:28 PM,04/08/2020 12:38:05 PM,04/08/2020 12:38:10 PM,04/08/2020 12:42:24 PM,,,Code 2 Transport,04/08/2020 12:55:27 PM,400 Block of MINNA ST,San Francisco,94103,B03,01,2251,A,3,3,true,Potentially Life-Threatening,1,SUPPORT,1,3,6,South of Market,"(37.78106889187813, -122.40738717209818)",200991350-QRV2
200991350,66,20042073,Medical Incident,04/08/2020,04/08/2020,04/08/2020 12:37:28 PM,04/08/2020 12:37:28 PM,04/08/2020 12:38:05 PM,04/08/2020 12:41:35 PM,04/08/2020 12:42:39 PM,04/08/2020 12:57:47 PM,04/08/2020 01:08:33 PM,Code 2 Transport,04/08/2020 01:45:28 PM,400 Block of MINNA ST,San Francisco,94103,B03,01,2251,A,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,South of Market,"(37.78106889187813, -122.40738717209818)",200991350-66
200991336,83,20042072,Medical Incident,04/08/2020,04/08/2020,04/08/2020 12:30:19 PM,04/08/2020 12:33:42 PM,04/08/2020 12:34:08 PM,04/08/2020 12:34:11 PM,04/08/2020 12:42:22 PM,04/08/2020 12:51:03 PM,04/08/2020 01:05:11 PM,Code 2 Transport,04/08/2020 01:36:19 PM,0 Block of 6TH ST,San Francisco,94103,B03,01,2251,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,3,6,South of Market,"(37.78114586125961, -122.40902604651616)",200991336-83
200991312,E42,20042070,Medical Incident,04/08/2020,04/08/2020,04/08/2020 12:24:44 PM,04/08/2020 12:25:59 PM,04/08/2020 12:26:16 PM,04/08/2020 12:27:30 PM,04/08/2020 12:30:19 PM,,,Other,04/08/2020 12:34:51 PM,300 Block of UNIVERSITY ST,San Francisco,94134,B09,42,6345,3,3,3,true,Alarm,1,ENGINE,1,9,9,Portola,"(37.72576859619842, -122.41383602891437)",200991312-E42
200991297,T13,20042068,Alarms,04/08/2020,04/08/2020,04/08/2020 12:19:46 PM,04/08/2020 12:21:03 PM,04/08/2020 12:21:15 PM,04/08/2020 12:22:00 PM,04/08/2020 12:26:34 PM,,,Fire,04/08/2020 12:54:56 PM,300 Block of BUSH ST,San Francisco,94108,B01,13,1235,3,3,3,true,Alarm,1,TRUCK,3,1,3,Financial District/South Beach,"(37.79072851430366, -122.40384037228841)",200991297-T13
200991297,E02,20042068,Alarms,04/08/2020,04/08/2020,04/08/2020 12:19:46 PM,04/08/2020 12:21:03 PM,04/08/2020 12:21:15 PM,04/08/2020 12:21:40 PM,04/08/2020 12:25:06 PM,,,Fire,04/08/2020 12:30:37 PM,300 Block of BUSH ST,San Francisco,94108,B01,13,1235,3,3,3,true,Alarm,1,ENGINE,1,1,3,Financial District/South Beach,"(37.79072851430366, -122.40384037228841)",200991297-E02
200991297,B01,20042068,Alarms,04/08/2020,04/08/2020,04/08/2020 12:19:46 PM,04/08/2020 12:21:03 PM,04/08/2020 12:21:15 PM,04/08/2020 12:22:07 PM,04/08/2020 12:26:07 PM,,,Fire,04/08/2020 12:28:34 PM,300 Block of BUSH ST,San Francisco,94108,B01,13,1235,3,3,3,false,Alarm,1,CHIEF,2,1,3,Financial District/South Beach,"(37.79072851430366, -122.40384037228841)",200991297-B01
200991293,78,20042066,Medical Incident,04/08/2020,04/08/2020,04/08/2020 12:18:30 PM,04/08/2020 12:20:23 PM,04/08/2020 12:20:49 PM,04/08/2020 12:20:52 PM,04/08/2020 12:26:20 PM,04/08/2020 12:42:02 PM,04/08/2020 12:56:13 PM,Code 2 Transport,04/08/2020 01:24:38 PM,POWELL ST/MARKET ST,San Francisco,94103,B03,01,1364,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,3,Financial District/South Beach,"(37.784560142179394, -122.4073370416658)",200991293-78
200991272,E03,20042065,Medical Incident,04/08/2020,04/08/2020,04/08/2020 12:12:03 PM,04/08/2020 12:12:26 PM,04/08/2020 12:12:54 PM,04/08/2020 12:13:26 PM,04/08/2020 12:16:35 PM,,,Code 2 Transport,04/08/2020 12:23:29 PM,1500 Block of GOUGH ST,San Francisco,94109,B04,38,3255,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,5,Pacific Heights,"(37.787354797618846, -122.42516229913038)",200991272-E03
200991272,AM112,20042065,Medical Incident,04/08/2020,04/08/2020,04/08/2020 12:12:03 PM,04/08/2020 12:12:26 PM,04/08/2020 12:12:54 PM,04/08/2020 12:13:30 PM,04/08/2020 12:29:02 PM,04/08/2020 12:29:04 PM,04/08/2020 12:47:17 PM,Code 2 Transport,04/08/2020 01:14:57 PM,1500 Block of GOUGH ST,San Francisco,94109,B04,38,3255,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,4,5,Pacific Heights,"(37.787354797618846, -122.42516229913038)",200991272-AM112
200991265,59,20042064,Medical Incident,04/08/2020,04/08/2020,04/08/2020 12:06:25 PM,04/08/2020 12:09:57 PM,04/08/2020 12:10:15 PM,04/08/2020 12:10:23 PM,04/08/2020 12:27:40 PM,04/08/2020 12:53:13 PM,04/08/2020 01:07:45 PM,Code 2 Transport,04/08/2020 01:38:03 PM,1200 Block of GREAT HWY,San Francisco,94122,B08,23,7722,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,8,4,Sunset/Parkside,"(37.76305321621143, -122.50966428930113)",200991265-59
200991259,T05,20042063,Structure Fire,04/08/2020,04/08/2020,04/08/2020 12:08:44 PM,04/08/2020 12:08:44 PM,04/08/2020 12:08:49 PM,04/08/2020 12:09:34 PM,,,,Fire,04/08/2020 12:10:55 PM,GOUGH ST/OAK ST,San Francisco,94102,B02,36,3266,3,3,3,true,Alarm,1,TRUCK,2,2,5,Hayes Valley,"(37.77502069540159, -122.42259804366971)",200991259-T05
200991259,E36,20042063,Structure Fire,04/08/2020,04/08/2020,04/08/2020 12:08:44 PM,04/08/2020 12:08:44 PM,04/08/2020 12:08:49 PM,04/08/2020 12:10:01 PM,04/08/2020 12:10:11 PM,,,Fire,04/08/2020 12:10:50 PM,GOUGH ST/OAK ST,San Francisco,94102,B02,36,3266,3,3,3,true,Alarm,1,ENGINE,1,2,5,Hayes Valley,"(37.77502069540159, -122.42259804366971)",200991259-E36
200991243,QRV2,20042062,Medical Incident,04/08/2020,04/08/2020,04/08/2020 12:03:12 PM,04/08/2020 12:04:48 PM,04/08/2020 12:05:49 PM,04/08/2020 12:05:54 PM,04/08/2020 12:07:26 PM,,,Code 2 Transport,04/08/2020 12:19:35 PM,100 Block of MCALLISTER ST,San Francisco,94102,B02,36,1553,3,3,3,true,Potentially Life-Threatening,1,SUPPORT,1,2,6,Tenderloin,"(37.78087725854987, -122.41450689871087)",200991243-QRV2
200991243,KM14,20042062,Medical Incident,04/08/2020,04/08/2020,04/08/2020 12:03:12 PM,04/08/2020 12:04:48 PM,04/08/2020 12:05:49 PM,04/08/2020 12:06:13 PM,04/08/2020 12:12:59 PM,04/08/2020 12:30:00 PM,04/08/2020 12:40:31 PM,Code 2 Transport,04/08/2020 01:13:23 PM,100 Block of MCALLISTER ST,San Francisco,94102,B02,36,1553,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,2,6,Tenderloin,"(37.78087725854987, -122.41450689871087)",200991243-KM14
200991237,67,20042061,Medical Incident,04/08/2020,04/08/2020,04/08/2020 12:00:44 PM,04/08/2020 12:02:51 PM,04/08/2020 12:03:08 PM,04/08/2020 12:03:12 PM,04/08/2020 12:12:10 PM,04/08/2020 12:44:26 PM,04/08/2020 12:47:43 PM,Code 2 Transport,04/08/2020 01:48:48 PM,900 Block of POTRERO AVE,San Francisco,94110,B10,07,2553,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,10,10,Potrero Hill,"(37.757307610017534, -122.40661980269415)",200991237-67
200991232,E13,20042060,Medical Incident,04/08/2020,04/08/2020,04/08/2020 12:00:08 PM,04/08/2020 12:01:03 PM,04/08/2020 12:01:45 PM,04/08/2020 12:02:24 PM,04/08/2020 12:06:30 PM,,,Fire,04/08/2020 12:23:06 PM,MARKET ST/STEUART ST,San Francisco,94105,B01,13,1133,3,2,2,true,Potentially Life-Threatening,1,ENGINE,1,1,3,Financial District/South Beach,"(37.794479717306245, -122.39474758027804)",200991232-E13
200991232,83,20042060,Medical Incident,04/08/2020,04/08/2020,04/08/2020 12:00:08 PM,04/08/2020 12:01:03 PM,04/08/2020 12:01:45 PM,04/08/2020 12:01:49 PM,,,,Fire,04/08/2020 12:11:37 PM,MARKET ST/STEUART ST,San Francisco,94105,B01,13,1133,3,2,2,true,Potentially Life-Threatening,1,MEDIC,2,1,3,Financial District/South Beach,"(37.794479717306245, -122.39474758027804)",200991232-83
200991227,AM114,20042059,Medical Incident,04/08/2020,04/08/2020,04/08/2020 11:59:16 AM,04/08/2020 11:59:16 AM,04/08/2020 12:00:06 PM,04/08/2020 12:00:27 PM,04/08/2020 12:04:13 PM,04/08/2020 12:17:44 PM,04/08/2020 12:33:29 PM,Code 2 Transport,04/08/2020 12:59:54 PM,8TH ST/MARKET ST,San Francisco,94103,B02,36,1551,B,2,2,false,Non Life-threatening,1,PRIVATE,1,2,6,Tenderloin,"(37.778719428852966, -122.41474122302222)",200991227-AM114
200991224,E01,20042058,Medical Incident,04/08/2020,04/08/2020,04/08/2020 11:55:55 AM,04/08/2020 11:58:09 AM,04/08/2020 11:58:40 AM,04/08/2020 12:00:11 PM,04/08/2020 12:05:16 PM,,,Code 2 Transport,04/08/2020 12:05:18 PM,0 Block of 2ND ST,San Francisco,94105,B03,01,2144,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,3,6,Financial District/South Beach,"(37.788667586909455, -122.40052903453372)",200991224-E01
200991224,82,20042058,Medical Incident,04/08/2020,04/08/2020,04/08/2020 11:55:55 AM,04/08/2020 11:58:09 AM,04/08/2020 11:58:40 AM,04/08/2020 11:58:44 AM,04/08/2020 12:02:51 PM,04/08/2020 12:15:07 PM,04/08/2020 12:46:17 PM,Code 2 Transport,04/08/2020 01:14:26 PM,0 Block of 2ND ST,San Francisco,94105,B03,01,2144,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,3,6,Financial District/South Beach,"(37.788667586909455, -122.40052903453372)",200991224-82
200991220,BLS839,20042056,Medical Incident,04/08/2020,04/08/2020,04/08/2020 11:57:12 AM,04/08/2020 11:57:12 AM,04/08/2020 11:57:12 AM,04/08/2020 11:57:12 AM,04/08/2020 12:07:12 PM,04/08/2020 12:16:42 PM,04/08/2020 12:24:59 PM,Code 2 Transport,04/08/2020 12:59:02 PM,500 Block of 5TH ST,San Francisco,94107,B03,08,2242,2,2,2,false,Non Life-threatening,1,CHIEF,1,3,6,South of Market,"(37.77762423892872, -122.39998111124002)",200991220-BLS839
200991200,81,20042055,Medical Incident,04/08/2020,04/08/2020,04/08/2020 11:48:58 AM,04/08/2020 11:51:39 AM,04/08/2020 11:52:03 AM,04/08/2020 11:52:11 AM,04/08/2020 12:02:34 PM,04/08/2020 12:16:30 PM,04/08/2020 12:42:22 PM,Code 2 Transport,04/08/2020 01:17:38 PM,0 Block of TURK ST,San Francisco,94102,B03,01,1365,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,Tenderloin,"(37.783386237938174, -122.40985372994119)",200991200-81
200991193,T03,20042053,Alarms,04/08/2020,04/08/2020,04/08/2020 11:48:54 AM,04/08/2020 11:49:51 AM,04/08/2020 11:50:07 AM,04/08/2020 11:52:13 AM,,,,Fire,04/08/2020 11:53:32 AM,1500 Block of CALIFORNIA ST,San Francisco,94109,B04,41,1635,3,3,3,false,Alarm,1,TRUCK,3,4,3,Nob Hill,"(37.79062892256993, -122.41985085622953)",200991193-T03
200991193,E41,20042053,Alarms,04/08/2020,04/08/2020,04/08/2020 11:48:54 AM,04/08/2020 11:49:51 AM,04/08/2020 11:50:07 AM,04/08/2020 11:51:01 AM,04/08/2020 11:53:08 AM,,,Fire,04/08/2020 11:56:09 AM,1500 Block of CALIFORNIA ST,San Francisco,94109,B04,41,1635,3,3,3,true,Alarm,1,ENGINE,1,4,3,Nob Hill,"(37.79062892256993, -122.41985085622953)",200991193-E41
200991193,B04,20042053,Alarms,04/08/2020,04/08/2020,04/08/2020 11:48:54 AM,04/08/2020 11:49:51 AM,04/08/2020 11:50:07 AM,04/08/2020 11:50:11 AM,,,,Fire,04/08/2020 11:55:14 AM,1500 Block of CALIFORNIA ST,San Francisco,94109,B04,41,1635,3,3,3,false,Alarm,1,CHIEF,2,4,3,Nob Hill,"(37.79062892256993, -122.41985085622953)",200991193-B04
200991188,E17,20042052,Outside Fire,04/08/2020,04/08/2020,04/08/2020 11:47:41 AM,04/08/2020 11:48:39 AM,04/08/2020 11:48:51 AM,04/08/2020 11:50:26 AM,04/08/2020 11:52:49 AM,,,Fire,04/08/2020 11:53:47 AM,LANE ST/MCKINNON AV,San Francisco,94124,B10,17,6518,3,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7348233828895, -122.38738174298481)",200991188-E17
200991165,E21,20042051,Medical Incident,04/08/2020,04/08/2020,04/08/2020 11:39:12 AM,04/08/2020 11:41:13 AM,04/08/2020 11:42:01 AM,04/08/2020 11:42:53 AM,04/08/2020 11:45:29 AM,,,No Merit,04/08/2020 11:46:39 AM,2600 Block of MCALLISTER ST,San Francisco,94118,B07,21,4556,3,2,2,false,Non Life-threatening,1,ENGINE,1,7,1,Lone Mountain/USF,"(37.77570241045363, -122.45515433521656)",200991165-E21
